genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
MK510180	MK510180.1	MK510180	2016-06-06	South America	Brazil	Piaui		120	Homo sapiens	NA	2019-10-27	2019-10-27		Cardoso et al.	"Federal University of Piaui, Department of Biomedical Sciences"
MK510181	MK510181.1	MK510181	2016-06-06	South America	Brazil	Piaui		208	Homo sapiens	NA	2019-10-27	2019-10-27		Cardoso et al.	"Federal University of Piaui, Department of Biomedical Sciences"
MK580136	MK580136.1	MK580136	2018-06-XX	Asia	India			300	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580137	MK580137.1	MK580137	2018-06-XX	Asia	India			306	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580138	MK580138.1	MK580138	2018-06-XX	Asia	India			300	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580139	MK580139.1	MK580139	2018-06-XX	Asia	India			309	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580140	MK580140.1	MK580140	2018-10-XX	Asia	India			273	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580141	MK580141.1	MK580141	2018-07-XX	Asia	India			315	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580142	MK580142.1	MK580142	2018-07-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580143	MK580143.1	MK580143	2018-08-XX	Asia	India			303	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580144	MK580144.1	MK580144	2018-08-XX	Asia	India			300	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580145	MK580145.1	MK580145	2018-08-XX	Asia	India			300	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580146	MK580146.1	MK580146	2018-09-XX	Asia	India			309	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580147	MK580147.1	MK580147	2018-09-XX	Asia	India			309	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580148	MK580148.1	MK580148	2018-10-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580149	MK580149.1	MK580149	2018-10-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580150	MK580150.1	MK580150	2018-11-XX	Asia	India			297	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580151	MK580151.1	MK580151	2018-11-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580152	MK580152.1	MK580152	2018-12-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK580153	MK580153.1	MK580153	2018-12-XX	Asia	India			312	Homo sapiens	NA	2019-08-31	2019-08-31		Barde et al.	"ICMR-NIRTH, Jabalpur, Division Virology and Zooneses"
MK632324	MK632324.1	MK632324	2015-01-12	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632325	MK632325.1	MK632325	2015-01-15	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632326	MK632326.1	MK632326	2015-01-15	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632327	MK632327.1	MK632327	2015-01-15	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632328	MK632328.1	MK632328	2014-12-28	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632329	MK632329.1	MK632329	2014-12-28	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632330	MK632330.1	MK632330	2015-01-28	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632331	MK632331.1	MK632331	2015-03-03	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632332	MK632332.1	MK632332	2015-02-16	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632333	MK632333.1	MK632333	2015-04-09	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632334	MK632334.1	MK632334	2015-04-23	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632335	MK632335.1	MK632335	2015-04-26	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632336	MK632336.1	MK632336	2015-05-14	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632337	MK632337.1	MK632337	2015-06-05	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632338	MK632338.1	MK632338	2016-01-07	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632339	MK632339.1	MK632339	2016-01-08	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK632340	MK632340.1	MK632340	2016-01-24	North America	Mexico			329	Homo sapiens	NA	2019-10-06	2022-07-05		Torres-Longoria et al.	"Instituto de Diagnostico y Referencia Epidemiologicos (InDRE), Biologia Molecular y Validacion de Tecnicas"
MK775711	MK775711.1	MK775711	2017-08-XX	Asia	Iran	Sistan Va Baluchestan		838	Homo sapiens	NA	2020-01-21	2020-01-21		Pouriayevali et al.	"Pasteur Institute of Iran, Arboviruses and Viral Hemorrhagic Fevers Department (National Ref Lab)"
MK910738	MK910738.1	MK910738	2016-XX-XX	South America	Brazil			713	Homo sapiens	NA	2019-10-31	2019-10-31		Cirne-Santos et al.	"Instituto de Microbiologia Paulo de Goes, Departamento de Virologia"
MK910739	MK910739.1	MK910739	2016-XX-XX	South America	Brazil			713	Homo sapiens	NA	2019-10-31	2019-10-31		Cirne-Santos et al.	"Instituto de Microbiologia Paulo de Goes, Departamento de Virologia"
MK910740	MK910740.1	MK910740	2016-XX-XX	South America	Brazil			713	Homo sapiens	NA	2019-10-31	2019-10-31		Cirne-Santos et al.	"Instituto de Microbiologia Paulo de Goes, Departamento de Virologia"
MK972832	MK972832.1	MK972832	2016-12-21	South America	Brazil			619	Homo sapiens	NA	2019-12-25	2019-12-25		Moreira et al.	"Universidade Estadual de Maringa, Departamento de Analises Clinicas e Biomedicina"
MK972833	MK972833.1	MK972833	2017-01-22	South America	Brazil			619	Homo sapiens	NA	2019-12-25	2019-12-25		Moreira et al.	"Universidade Estadual de Maringa, Departamento de Analises Clinicas e Biomedicina"
MK972834	MK972834.1	MK972834	2016-04-09	South America	Brazil			619	Homo sapiens	NA	2019-12-25	2019-12-25		Moreira et al.	"Universidade Estadual de Maringa, Departamento de Analises Clinicas e Biomedicina"
MK972835	MK972835.1	MK972835	2016-02-17	South America	Brazil			619	Homo sapiens	NA	2019-12-25	2019-12-25		Moreira et al.	"Universidade Estadual de Maringa, Departamento de Analises Clinicas e Biomedicina"
MK972836	MK972836.1	MK972836	2016-02-14	South America	Brazil			619	Homo sapiens	NA	2019-12-25	2019-12-25		Moreira et al.	"Universidade Estadual de Maringa, Departamento de Analises Clinicas e Biomedicina"
MK986662	MK986662.1	MK986662	2019-02-XX	Europe	Italy			743	Homo sapiens	NA	2019-12-25	2019-12-25		Carletti et al.	"INMI L. Spallanzani, Virology Laboratory"
MK992771	MK992771.1	MK992771	2019-02-17	Asia	Israel			646	Homo sapiens	NA	2020-01-04	2020-01-04		Lustig et al.	"Ministry of Health, Central Virology Laboratory"
MN047314	MN047314.1	MN047314	2019-XX-XX	Europe	Italy			1319	Homo sapiens	NA	2020-06-06	2020-06-06		Venturi et al.	"S.Orsola-Malpighi, Hospital, University of Bologna, Unit of Clinical Microbiology, Regional Reference Center for Microbiological Emergencies (CRREM)"
MN053046	MN053046.1	MN053046	2019-01-XX	Asia	Thailand			705	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN053047	MN053047.1	MN053047	2019-02-XX	Asia	Thailand			738	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN053048	MN053048.1	MN053048	2019-02-XX	Asia	Thailand			791	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN053049	MN053049.1	MN053049	2019-03-XX	Asia	Thailand			705	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN053050	MN053050.1	MN053050	2019-03-XX	Asia	Thailand			687	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN053051	MN053051.1	MN053051	2019-03-XX	Asia	Maldives			721	Homo sapiens	NA	2020-02-02	2020-02-02		Aberle et al.	"Center for Virology, Medical University of Vienna"
MN080498	MN080498.1	MN080498	2018-XX-XX	Asia	Thailand			456	Homo sapiens	NA	2020-02-12	2020-02-12		Navero-Castillejos et al.	"Hospital Clinic i Provincial de Barcelona, Department of Microbiology"
MN102099	MN102099.1	MN102099	2014-10-08	Asia	India			1770	Homo sapiens	NA	2019-08-12	2019-08-12		Arunkumar et al.	"Manipal Academy of Higher Education (MAHE), Manipal Institute of Virology (MIV)"
MN158171	MN158171.1	MN158171	XXXX-XX-XX	Asia	South Korea			3747	Homo sapiens	NA	2020-03-02	2020-03-02		Song et al.	"Korea University, Biosystems and Biotechnology"
MN191599	MN191599.1	MN191599	2015-11-16	Asia	India			507	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191600	MN191600.1	MN191600	2015-11-12	Asia	India			537	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191601	MN191601.1	MN191601	2015-11-12	Asia	India			551	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191602	MN191602.1	MN191602	2015-11-07	Asia	India			559	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191603	MN191603.1	MN191603	2015-11-07	Asia	India			561	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191604	MN191604.1	MN191604	2015-11-04	Asia	India			507	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191605	MN191605.1	MN191605	2015-11-04	Asia	India			564	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191606	MN191606.1	MN191606	2015-11-03	Asia	India			562	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191607	MN191607.1	MN191607	2015-11-03	Asia	India			551	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191608	MN191608.1	MN191608	2015-11-02	Asia	India			453	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191609	MN191609.1	MN191609	2015-11-02	Asia	India			553	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191610	MN191610.1	MN191610	2015-10-29	Asia	India			563	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191611	MN191611.1	MN191611	2016-10-26	Asia	India			529	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191612	MN191612.1	MN191612	2016-10-24	Asia	India			533	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191613	MN191613.1	MN191613	2016-10-24	Asia	India			476	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191614	MN191614.1	MN191614	2016-10-03	Asia	India			495	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191615	MN191615.1	MN191615	2015-12-05	Asia	India			552	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191616	MN191616.1	MN191616	2015-12-04	Asia	India			565	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191617	MN191617.1	MN191617	2015-11-23	Asia	India			563	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN191618	MN191618.1	MN191618	2015-11-18	Asia	India			564	Homo sapiens	NA	2020-03-10	2020-03-10		Pk et al.	"National Institute of Mental Health and Neurosciences, Neurovirology"
MN428469	MN428469.1	MN428469	XXXX-XX-XX	Asia	Pakistan			1242	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428470	MN428470.1	MN428470	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428471	MN428471.1	MN428471	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428472	MN428472.1	MN428472	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428473	MN428473.1	MN428473	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428474	MN428474.1	MN428474	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428475	MN428475.1	MN428475	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428476	MN428476.1	MN428476	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428477	MN428477.1	MN428477	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428478	MN428478.1	MN428478	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428479	MN428479.1	MN428479	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428480	MN428480.1	MN428480	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428481	MN428481.1	MN428481	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428482	MN428482.1	MN428482	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428483	MN428483.1	MN428483	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428484	MN428484.1	MN428484	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428485	MN428485.1	MN428485	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428486	MN428486.1	MN428486	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428487	MN428487.1	MN428487	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428488	MN428488.1	MN428488	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428489	MN428489.1	MN428489	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428490	MN428490.1	MN428490	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428491	MN428491.1	MN428491	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428492	MN428492.1	MN428492	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428493	MN428493.1	MN428493	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428494	MN428494.1	MN428494	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428495	MN428495.1	MN428495	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428496	MN428496.1	MN428496	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428497	MN428497.1	MN428497	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428498	MN428498.1	MN428498	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428499	MN428499.1	MN428499	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428500	MN428500.1	MN428500	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN428501	MN428501.1	MN428501	XXXX-XX-XX	Asia	Pakistan			1217	Homo sapiens	NA	2020-06-10	2020-06-10		Khan et al.	"University of Karachi, Biotechnology"
MN432879	MN432879.1	MN432879	2019-07-31	Asia	China			1320	Homo sapiens	NA	2020-04-04	2020-04-04		Li et al.	"Infectious disease prevention and control institute, Henan provincial center for disease control and prevention"
MN552427	MN552427.1	MN552427	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552428	MN552428.1	MN552428	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552429	MN552429.1	MN552429	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552430	MN552430.1	MN552430	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552431	MN552431.1	MN552431	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552432	MN552432.1	MN552432	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552433	MN552433.1	MN552433	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552434	MN552434.1	MN552434	2019-XX-XX	Asia	Myanmar			306	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552435	MN552435.1	MN552435	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552436	MN552436.1	MN552436	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552437	MN552437.1	MN552437	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552438	MN552438.1	MN552438	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552439	MN552439.1	MN552439	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552440	MN552440.1	MN552440	2019-XX-XX	Asia	Myanmar			537	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN552441	MN552441.1	MN552441	2019-XX-XX	Asia	Myanmar			555	Homo sapiens	NA	2020-12-26	2020-12-26		Kyaw et al.	"Department of Medical Research, Virology Research Division"
MN747049	MN747049.1	MN747049	2019-09-28	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747050	MN747050.1	MN747050	2019-09-28	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747051	MN747051.1	MN747051	2019-10-01	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747052	MN747052.1	MN747052	2019-10-01	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747053	MN747053.1	MN747053	2019-10-01	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747054	MN747054.1	MN747054	2019-10-01	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747055	MN747055.1	MN747055	2019-10-01	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747056	MN747056.1	MN747056	2019-10-02	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747057	MN747057.1	MN747057	2019-10-02	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747058	MN747058.1	MN747058	2019-10-03	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747059	MN747059.1	MN747059	2019-10-02	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MN747060	MN747060.1	MN747060	2019-10-02	Asia	China	Yunnan		1320	Homo sapiens	NA	2020-12-31	2020-12-31		Hu et al.	"Center for Disease Control and Prevention of Southern Theater, Center for Disease Control and Prevention of Southern Theater"
MW265951	MW265951.1	MW265951	2017-XX-XX	Asia	Indonesia	West Papua		215	Aedes aegypti	NA	2021-04-19	2021-04-19		Anggraeni et al.	"Institute for Vector and Reservoir Control Research and Development, NIHRD-MoH, Vector Borne Disease"
